Local Area,Source,Region,NAICS,Notice Link,Affected Occupation,Date Received,Union,Comments,Workforce Area,Affected Occupations,County,Projected Dates,Projected Date,Employees,County: Local  Name,NAICS Code,Notice URL,Company Contact,Closure or Layoff?,Company Address,Closure/Layoff,Location,NAICS/SIC,NEG,NAFTA/Trade,Industry,Congressional ,County/Counties,Trade,Company Name,SIC
,WARN,,,,,2008-09-05 00:00:00,Y,,Western Kentucky,"Arc Welder, Material Handler, Paint Room Attendant, Press Operator, Spot Welder, Tool Crib Attendant, Tube Bender, Supervisor, Maintence Supervisor, Materials Support, Receptionist/Accounting Admin, Shipping & Receiving Clerk, Blackbelt, Inspector, Maintenance Electrician, Customer Service, Quality Technician, Industrial Engineer, Engineering Change, Manager, Shipping & Receiving Paintline, Cut & Etch Technician, Materials Administrator, Assistant Quality Manager, Continuous Improvement Manager, Tooling Engineer, Materials Analyst, QS/BOS/TS Coordinator, Financial Analyst, Machinist, Team Leader, Focus Factory Manager, Production Control Manager, Supplier Quality Engineer, PM Coordinator, Quality Engineer, Inventory Analyst, CMM Technician, Senior Financial Analyst, Robot Engineer, General Laborer, Weld Engineer, Steel Buyer, Senior Quality Engineer, Health, Safety, Ergonomics & Environmental Coordinator, Controller, Human Resource Manager, Plant Manager",,On or around 07/27/2009,,,,,,,,,Closure,"3340 Hopkinsville Rd.       Cadiz, KY 42211",331521,,,,,,N,"Johnson Controls, Inc.",
,WARN,,,,,2008-09-05 00:00:00,Y,,Greater Louisville,See WARN,,2008-11-10 00:00:00,,47,,,,,,,Layoff,"1000 Old Brunerstown Road                                        Shelbyville, KY 40065",336399,,,All other motor vehicle parts,,,N,"Miartinrea Heavy Stamping, Inc.",
,WARN,,,,,2008-08-27 00:00:00,N,,Northern Kentucky,See WARN,,2008-11-01 00:00:00,,595,,,,,,,Layoff,"2095 Global Way                 1081 Aviation Blvd.            Hebron, KY 41048",561320,,,,,,N,TFE Logistics Group,
,WARN,,,,,2008-08-22 00:00:00,N,,EKCEP,See WARN,,2008-10-26 00:00:00,,75,,,,,,,Closure,"219 Greentown Lane         Paintsville, KY 41240",,,,,,,,"CDG Management, LLC",
,WARN,,,,,2008-08-19 00:00:00,N,,Green River,See WARN,,On or around 10/31/2008,,152,,,,,,,?,"390 Community Drive       Henderson, KY 42420",325211,,,,,,N,"Atlantis Plastics, Inc.",
,WARN,,,,,2008-08-19 00:00:00,N,,Green River,See WARN,,On or around 10/31/2008,,152,,,,,,,?,"390 Community Drive       Henderson, KY 42420",326199,,,All other plastic Mfg.,,,N,"Atlantis Plastics, Inc.",
,Layoff notice,,,,,2008-08-08 00:00:00,Y,,Greater Louisville,See WARN,,2008-10-01 00:00:00,,57,,,,,,,Layoff,"1000 Old Brunerstown Road                                        Shelbyville, KY 40065",336399,,,All other motor vehicle parts Mfg.,,,N,Martinrea  ,
,WARN,,,,,2008-08-07 00:00:00,N,,Green River,See WARN,,10/13/2008 - 10/31/2008,,,,,,,,,Layoff,"3710 HWY 60 East                Morganfield, KY",,,,,,,N,Rayloc,
,WARN,,,,,2008-08-01 00:00:00,Y,,Greater Louisville,See WARN,,2008-10-01 00:00:00,,57,,,,,,,Layoff,"1000 Old Brunerstown Road                                        Shelbyville, KY 40065",,,,,,,N,Martinrea,
,WARN,,,,,2008-08-01 00:00:00,N,,EKCEP,See WARN,,10/01/2008 - 10/15/2008,,48,,,,,,,Closure,"84 Industrial Park               Hager Hill, KY ",332913,,,Plumbing fixture fittings and trim,,,N,American Standard Brands,
,WARN,,,,,2008-07-18 00:00:00,N,,Bluegrass,See WARN,,09/30/2008 - 03/31/2009,,51,,,,,,,Closure,"1150 Mayde Road               Berea, KY 40403",339999,,,All other miscellaneous Mfg.,,,N,Panasonic Motor Company,
,Company notice,,,,,2008-07-18 00:00:00,Y,Those laid off maybe offered recall in 6 months.,Greater Louisville,See WARN,,On or around 07/14/2008 & 07/27/2008,,85,,,,,,,Layoff,"12510 Westport Road       2420 Chamberlain Lane    Louisville, KY ",336399,,,All other motor vehicle parts Mfg.,,,N,"Dakkota Integrated Systems, LLC",
,WARN,,,,,2008-07-18 00:00:00,?,,Greater Louisville,See WARN,,"10/06/2008, 11/03/2008, 12/03/2008",,106,,,,,,,Layoff,"11403 Bluegrass PKWY      Suites 400 & 600 & 710     Louisville, KY 40299",621610,,,Home healthcare agencies,,,N,Walgreens                                              OptionCare Home Care,
,WARN,,,,,2008-07-18 00:00:00,N,,Bluegrass,See WARN,,2008-09-30 00:00:00,,51,,,,,,,Closure,"1150 Mayde Road               Berea, KY 40403",339999,,,,,,,Panasonic Motor Company,
,Company Representative,,,,,2008-07-15 00:00:00,N,,Lincoln Trail,,,2008-07-21 00:00:00,,260,,,,,,,Layoff,"750 Black Branch Rd. Elizabethtown, Kentucky 42701",423120,,,New Motor Vehicle Part Merchant WHSLE,,,?,Dana Holding Corporation,
,WARN,,,,,2008-07-14 00:00:00,N,,Greater Louisville & Northern Kentucky,See WARN,,09/10/208,,?,,,,,,,Layoff,"Louisville - 5015 Crittendon Drive, Louisville, KY 40209           NKY/Cincinnati base - 3013 Terminal Drive, Hebron, KY 41048",481111,,,Scheduled passenger air transportation,,,N,Republic Airways Holdings,
,Company Representative,,,,,2008-07-07 00:00:00,N,31 locations closing,Statewide,,,?,,450 +/-,,,,,,,Closure,"1801 Alexandria Drive, Suite 148             Lexington, KY 40504",44814,,,Family clothing stores,,,?,"Dawahare's of Lexington, LLC",
,WARN,,,,,2008-07-07 00:00:00,Y,,Greater Louisville,See WARN,,2008-07-07 00:00:00,,114 +/-,,,,,,,Layoff,"1400 Issac Shelby, Inc.      Shelbyville, KY 40065-9173",336399,,,All other motor vehicle parts Mfg.,,,N,"Johnson Controls, Inc.",
,WARN,,,,,2008-06-30 00:00:00,Y,,Greater Louisville,?,,2008-08-01 00:00:00,,104,,,,,,,Layoff,"5114 Crittenden Drive Louisville, Kentucky ",488210,,,Support activites for rail transport,,,?,RCS Transportation LLC,
,WARN,,,,,2008-06-30 00:00:00,N,,Lincoln Trail,All,,2008-08-31 00:00:00,,140,,,,,,,Closure,"1101 Corporate Drive        Springfield, KY 40069",326299,,,All other rubber products mfg.; brake lining mfg.,,,N,"Akebono Brake                                     Springfield Plant (AMTEC Brake, LLC dba Akebone Brake)",
,WARN,,,,,2008-06-25 00:00:00,Y,,Greater Louisville,See WARN,,2008-08-25 00:00:00,,73,,,,,,,Layoff,"6709 Grade Lance          Louisville, KY 40213",4842,,,Specialized freight trucking,,,?,"Allied Automotive Group (Allied Systems, LTD.)",
,WARN,,,,,2008-06-09 00:00:00,N,,West Kentucky,See WARN,,2008-08-07 00:00:00,,87,,,,,,,Closure,"PO Box 875                            489 International Drive    Cadiz, KY 42211",336212,,,Truck trailer mfg.,,,N,"Benson International, LLC",
,,,,,,2008-06-06 00:00:00,,,Greater Louisville,,,,,60,,,,,,,Closure,"2125 Lake Jericho          Smithville, Kentucky 40068",,,,Manuifacturing,,,?,CA Gardiner Veneer,
,WARN,,,,,2008-06-06 00:00:00,N,,Green River,See WARN,,2008-06-09 00:00:00,,72,,,,,,,,"One Executive Blvd.          Owensboro, KY 42301",,,,Accommodation and food services,,,N,"Minnesota/Owensboro Executive Inn, LLC",
,WARN,,,,,2008-06-04 00:00:00,N,,Bluegrass,All,,2008-08-05 00:00:00,,78,,,,,,,Closure,"1001 Vandalay Dr.         Frankfort, Kentucky 40601",444110,,,Home centers,,,?,The Home Depot,
,WARN,,,,,2008-06-03 00:00:00,N,,Lincoln Trail,See WARN,,2008-08-01 00:00:00,,79,,,,,,,Layoff,"400 Ring Road                      Elizabethtown, KY 42701",522320,,,"Financial transactions processing, reserve, and clearinghouse activities",,,N,Fort Knox National Company,
,WARN,,,,,2008-05-30 00:00:00,N,,Greater Louisville,See WARN,,07/28/2008 - 09/30/2008,,178,,,,,,,Closure,"7301 Distribution Drive    Louisville, KY 40258",,,,Plastics and rubber mfg.,,,?,"D-J, Inc. dba Nypro Kentucky",
,WARN,,,,,2008-05-23 00:00:00,N,,Greater Louisville,See WARN,,2008-07-21 00:00:00,,756,,,,,,,Layoff,"2000 Fern Valley Road      Louisville, KY 40213",336112,,,Light truck and utility vehicle mfg.,,,N,Ford Motor Company                   Louisville Assembly Plant,
,CED                                   DWES Staff,,,,,2008-05-01 00:00:00,N,,Bluegrass,Location positions,,,,N/A,,,,,,,Closure,"1001 Vandalay Dr.         Frankfort, Kentucky 40601",444110,,,Home centers,,,?,Home Depot,
,WARN,,,,,2008-04-30 00:00:00,Y,,Greater Louisville,,,2008-06-19 00:00:00,,124,,,,,,,Layoff,"2000 Stanley Gault PKWY Louisville, KY 40223",,,,,,,N,Lear Corporation,
,WARN,,,,,2008-04-25 00:00:00,N,See WARN,TENCO,See WARN,,2008-06-18 00:00:00,,50 +/-,,,,,,,Layoff,"Route 23                                 Ashland, KY 41101",331111,,,Iron and steel mills,,,N,Johnson Controls @ AK Steel,
,WARN,,,,,2008-04-15 00:00:00,N,,Barren River,,,06/14/2008 - 06/28/2008,,220 +/-,,,,,,,Closure,"636 Holt Drive                      Scottsville, KY",,,,,,,?,A.O. Smith,
,WARN/CED,,,,,2008-04-01 00:00:00,N,,Barren River,See WARN,,2008-06-01 00:00:00,,100 + ,,,,,,,,"687 Industrial Dr.                Edmonton, KY 42129-8950",334419,,,Electronic equipment and supplies - MFRS,,,N,Sumitomo Electric Wiring System,
,WARN,,,,,2008-03-31 00:00:00,Y,,Greater Louisville,See WARN,,2008-05-31 00:00:00,,191,,,,,,,Layoff,"11900 Westport Road        Louisville, KY 40245",488210,,,Support activites for rail transport,,,N,RCS Transportation LLC,
,CED,,,,,2008-03-28 00:00:00,N,,Greater Louisville,All,,2008-06-01 00:00:00,,105,,,,,,,Closure,"1430 S. 13th St.               Louisville, Kentucky 40232",331319,,,Other aluminum rolling and drawing,,,?,Novelis Corp.,
,WARN                    OET Office Manger,,,,,2008-03-24 00:00:00,N,,Barren River,,,On or around 05/31/2008,,100,,,,,,,Layoff,"1320 W. Main Street          Glasgow, KY 42141",336399,,,All other motor vehicle parts Mfg.,,,Y,DANA  ,
,WARN,,,,,2008-03-07 00:00:00,N,,Greater Louisville,All,,2008-05-02 00:00:00,,89 +/-,,,,,,,,"11000 Electron Drive      Jeffersontown, KY 40299",,,,,,,?,"Dillard's, Inc. ",
,WARN,,,,,2008-02-15 00:00:00,N,,Bluegrass,See WARN,,2008-06-01 00:00:00,,15,,,,,,,Layoff,"Blue Grass Airport              4000 Terminal Drive          Lexington, KY 40510",,,,Airline,,,N,"SkyWest Airlines, Inc.",
,WARN,,,,,2008-02-08 00:00:00,N,,Greater Louisville,See WARN,,2008-05-02 00:00:00,,91,,,,,,,Layoff,"6901 Riverport Drive   Louisville, Kentucky 40258",315223,,,"Men's shirt, ex. Work shirt mfg.",,,?,The Apparel Group LTD,
,WARN,,,,,2008-01-31 00:00:00,N,,Bluegrass,See WARN,,2008-03-31 00:00:00,,3 +/-,,,,,,,Layoff,"2001 US 421 South              Frankfort, KY 40601",336211,,,Vehicle body manufacturing,,,?,Bendix,
,WARN,,,,,2008-01-25 00:00:00,Y,,Greater Louisville,See WARN,,12/31/2007 - 02/2008,,223,,,,,,,Closure,"4242 Camp Ground Road Louisville, KY 40216",325998,,,Other miscellaneous chemicals mfg.,,,? ,DuPont Performance Elastomer,
,WARN,,,,,2008-01-18 00:00:00,N,,Greater Louisville,,,2008-03-16 00:00:00,,91,,,,,,,,"315 East Broadway          Louisville, KY 40202",62139,,,Healthcare,,,?,"Senior Care, Inc. & Gateway at Norton Healthcare Pavillion",
,WARN,,,,,2008-01-17 00:00:00,N,,Bluegrass,All,,2008-03-16 00:00:00,,121 +/-,,,,,,,,"Turfland Mall                  2195 Harrodsburg Road  Lexington, KY 40504",,,,,,,?,"Dillard's, Inc. ",
,WARN,,,,,2008-01-17 00:00:00,N,,Green River,,,2008-01-11 00:00:00,,108,,,,,,,,"12410 Hanson Road         Slaughters, KY 42456",,,,,,,?,"KMMC, LLC dba Vision No. 9 Mine",
,WARN,,,,,2008-01-17 00:00:00,N,,Western Kentucky,,,2008-01-19 00:00:00,,57,,,,,,,Closure,"110 North First Street       Central City, KY 42330",,,,,,,?,"CDG Management, LLC",
,WARN,,,,,2008-01-16 00:00:00,,,Northern Kentucky,,,2008-03-14 00:00:00,,95,,,,,,,Closure,"6870 HWY 42 East                Ghent, KY 41045",327992,,,Ground or treated mineral and earths,,,,MultiServ - A HARSCO Company,
,WARN,,,,,,Y,,Greater Louisville,See WARN,,2008-07-21 00:00:00,,756,,,,,,,,"2000 Fern Valley Road      Louisville, KY 40213",336112,,,Light truck and utility vehicle mfg.,,,,Ford Motor Company                   Louisville Assembly Plant,
,,,,,,,,,TENCO,,,2009-01-31 00:00:00,,148,,,,,,,Closure,"Route 2 Kendal Springs Road                                        Owingsville, KY 40360",31252,,,Work pants,,,,Cintas,
,WARN,,,,,2008-10-29 00:00:00,N,"Manufacturing Specialist, Warehouse Specialist, Quality Control, Janitor, Tool Crib Attendant, Maintenance Technician, Line Mold Technician, Master Scheduler, Production Supervisor, Supplier Scheduler, Materials Clerk, Purchasing Coordinator, Accounting Coordinator, Quality Manager, IT Adinistrator, HR Specialist, Direct Ship Coordinator, Quality Engineer, Financial Analyst, Materials Supervisor, Process Engineer, Process Technician, HR Manger, Plant Manager, Operations Manager, Lead Advanced Manufacturing Engineer, Production Manager, Injection Mold Manager, Engineering Manager, Controller, HSE&E Coordinator, Quality Lab Supervisor, Documnet Contral Coordinator, Process Engineer, Electrical Engineer, Engineer Technician, IT Supervisor",Lincoln Trail,,,01/02/2009 - 05/01/2009,,157,,,,,,,Closure,"900 Nutter Drive                 Bardstown, KY ",336399,,,All other motor vehicle parts mfg. ,,,,Intertec,
,WARN,,333922,,,2009-12-17 00:00:00,N,"dba, Intelligrated. Phase out operations",Bluegrass,Production workers,,01/01/2010 - 09/30/2010,,200,,,,,,,Closure,"1524 Lebanon Road               Danville, KY 40422-9601",,,,,,,,FKI Logistex,
,WARN,,333415,,,2009-12-10 00:00:00,Y,,Bluegrass,See W.A.R.N.,,2010-03-31 00:00:00,,70,,,,,,,Layoff,"1515 Mercer Road                Lexington, KY 40511-1080",,,,,,,,TRANE                                                         Climate Solutions,
,WARN,,,,,2009-12-07 00:00:00,,,Barren River,Distribution center workers,,2010-03-12 00:00:00,,30,,,,,,,Closure,"702 Happy Valley Rd.         Glasgow, KY 42141",,,,,,,,Carhartt,
,WARN,,,,,2009-12-07 00:00:00,,,Barren River,Distribution center workers,,2010-03-12 00:00:00,,64,,,,,,,Closure,"40 Aberdeen Drive              Glasgow, KY 42141",,,,,,,,Carhartt,
,WARN,,493111,,,2009-11-26 00:00:00,,Intent of primary customer is to interview and potentially hire the majority of affected Exel workers.,Greater Louisville,See W.A.R.N.,,2010-01-31 00:00:00,,86,,,,,,,Closure,"5607 National Turnpike     Louisville, KY 40214",,,,,,,,Exel,
,WARN,,3363,,,2009-11-23 00:00:00,Y,Unknown if WARN was distributed,Northern Kentucky,See W.A.R.N.,,2009-07-31 00:00:00,,41,,,,,,,Closure,"5212 US Highway 42, East Carrollton, KY 41008",,,,,,,,ArvinMeritor,
,WARN,,316219,,,2009-11-20 00:00:00,N,"Facility located in Danville. 1020 Hustonville Rd. Danville, KY 40422",Bluegrass,Priduction workers,,2010-02-28 00:00:00,,202,,,,,,,Closure,"314 Main Street                    Red Wing, MN 55066",,,,,,,,Red Wing Shoes,
,WARN,,561422,,,2009-11-17 00:00:00,,"dba, Pikeville Call Center",EKCEP,Telemarketers,,2009-11-22 00:00:00,,36,,,,,,,Closure,"425 Raritan Center Parkway                                   Edison, NJ 08837",,,,,,,,"CDG Management, LLC and Civic Development Group, LLC - Pikeville Call Center",
,WARN,,423730,,,2009-11-09 00:00:00,,This is the first round of layoffs. Modine anticipates closure of entire facility in 2010,Bluegrass,Production workers,,2010-01-08 00:00:00,,13,,,,,,,Closure,"551 Tapp Road                       Harrodsburg, KY 40330-2213",,,,,,,,Modine Manufacturing Company,
,WARN,,325211,,,2009-11-09 00:00:00,,Plan is for a temporary layoff but there is a possibility that the layoff will become permanent,GRADD,Production workers,,2010-01-03 00:00:00,,180,,,,,,,Layoff,"5525 US Hwy 60 East           Owensboro, KY 42303",,,,,,,,"Daramic, LLC",
,WARN,,3363,,,2009-11-02 00:00:00,N,No union involvement for the occupations as shown in W.A.R.N.,Northern Kentucky,See W.A.R.N.,,2009-12-31 00:00:00,,8,,,,,,,Closure,"5212 US Highway 42, East Carrollton, KY 41008",,,,,,,,ArvinMeritor,
,WARN,,312229,,,2009-10-30 00:00:00,N,,Greater Louisville,See W.A.R.N.,,2009-12-31 00:00:00,,5,,,,,,,Layoff,"3029 West Muhammad Ali Blvd.                                   P.O. Box 32980                      Louisville, KY 40232-2980",,,,,,,,National Tobacco,
,WARN,,332510,,,2009-10-21 00:00:00,,,Bluegrass,Production laborers,,2009-12-15 00:00:00,,160,,,,,,,Layoff,"1030 Hoover Blvd.                 Frankfort, KY 40601",,,,,,,,GECOM Corporation,
,WARN,,212112,,,2009-10-20 00:00:00,,,EKCEP,Coal mining occupations,,12/26/2009 - 01/08/2010,,225,,,,,,,Layoff,"1801 Watergap Road             Prestonsburg, KY 41653",,,,,,,,"Miller Bros. Coal, LLC",
,WARN,,334416,,,2009-10-15 00:00:00,Y,,Bluegrass,See W.A.R.N.,,2010-06-01 00:00:00,,5,,,,,,,Layoff,"101 Kuhlman Blvd.               Versailles, KY 40383",,,,,,,,Kuhlman Elctric Corporation,
,WARN,,334416,,,2009-10-15 00:00:00,Y,,Bluegrass,See W.A.R.N.,,2010-01-01 00:00:00,,1,,,,,,,Layoff,"101 Kuhlman Blvd.               Versailles, KY 40383",,,,,,,,Kuhlman Elctric Corporation,
,WARN,,334416,,,2009-10-15 00:00:00,Y,,Bluegrass,Customer service representative - power,,2010-04-01 00:00:00,,3,,,,,,,Layoff,"101 Kuhlman Blvd.               Versailles, KY 40383",,,,,,,,Kuhlman Elctric Corporation,
,WARN,,334416,,,2009-10-15 00:00:00,Y,,Bluegrass,"Proposal engineer, market and load planning anayst",,2010-05-03 00:00:00,,2,,,,,,,Layoff,"101 Kuhlman Blvd.               Versailles, KY 40383",,,,,,,,Kuhlman Elctric Corporation,
,WARN,,336360,,,2009-10-14 00:00:00,N,,Northern Kentucky,See W.A.R.N.,,06/21/2010 - 07/04/2010,,68,,,,,,,Closure,"12209 Chandler Drive           Walton, KY 41094",,,,,,,,"Faurecia Automotive Seating, Inc.  International Industrial Park",
,WARN,,332510,,,2009-10-14 00:00:00,,Unknown if WARN was distributed,Bluegrass,Production laborers,,2009-03-30 00:00:00,,160,,,,,,,Layoff,"1030 Hoover Blvd.                 Frankfort, KY 40601",,,,,,,,GECOM Corporation,
,WARN,,33721,,,2009-10-13 00:00:00,Y,,Green River,Production workers,,2009-12-11 00:00:00,,144,,,,,,,Closure,"931 Wing Ave.                         Owensboro, KY 42303-0418",,,,,,,,The HON Company,
,WARN,,332322,,,2009-10-01 00:00:00,Y,,Northern Kentucky,Sheet metal fabrication,,2009-11-16 00:00:00,,63,,,,,,,Closure,"7435 Industrial Road             Florence, KY 41042",,,,,,,,Mestek Inc. ,
,WARN,,334416,,,2009-09-30 00:00:00,Y,,Bluegrass,Administrative Assistant,,2010-01-01 00:00:00,,1,,,,,,,Layoff,"101 Kuhlman Blvd.               Versailles, KY 40383",,,,,,,,Kuhlman Elctric Corporation,
,WARN,,334416,,,2009-09-30 00:00:00,Y,,Bluegrass,"Human Resource Director, Safety Manager",,2010-01-18 00:00:00,,2,,,,,,,Layoff,"101 Kuhlman Blvd.               Versailles, KY 40383",,,,,,,,Kuhlman Elctric Corporation,
,WARN,,334416,,,2009-09-30 00:00:00,Y,,Bluegrass,See W.A.R.N.,,2010-03-01 00:00:00,,3,,,,,,,Layoff,"101 Kuhlman Blvd.               Versailles, KY 40383",,,,,,,,Kuhlman Elctric Corporation,
,WARN,,334416,,,2009-09-30 00:00:00,Y,,Bluegrass,See W.A.R.N.,,2010-04-01 00:00:00,,2,,,,,,,Layoff,"101 Kuhlman Blvd.               Versailles, KY 40383",,,,,,,,Kuhlman Elctric Corporation,
,WARN,,3363,,,2009-09-28 00:00:00,Y,Unknown if WARN was distributed,Northern Kentucky,See W.A.R.N.,,2009-07-31 00:00:00,,,,,,,,,Closure,"5212 US Highway 42, East Carrollton, KY 41008",,,,,,,,ArvinMeritor,
,WARN,,3363,,,2009-09-28 00:00:00,Y,Unknown if WARN was distributed,Northern Kentucky,See W.A.R.N.,,2009-07-31 00:00:00,,,,,,,,,Closure,"5212 US Highway 42, East Carrollton, KY 41008",,,,,,,,ArvinMeritor,
,WARN,,336510,,,2009-09-24 00:00:00,Y,,TENCO,Production laborers,,2009-11-20 00:00:00,,95,,,,,,,Layoff,"Old U.S. 23 and Pond Run Road                                          Raceland, KY 41169",,,,,,,,Progress Rail Raceland Corp.,
,WARN,,3363,,,2009-09-21 00:00:00,Y,,Northern Kentucky,See W.A.R.N.,,11/20/2009 - 11/27/2009,,15,,,,,,,Closure,"5212 US Highway 42, East Carrollton, KY 41008",,,,,,,,ArvinMeritor,
,WARN,,,,,2009-09-15 00:00:00,N,,Greater Louisville,Production workers,,11/30/2009 - 12/14/2009,,88,,,,,,,Closure,"545 Pearce Industrial Road                                          Shelbyville, KY 40065",,,,,,,,Buckhorn Inc.,
,WARN,,334416,,,2009-09-03 00:00:00,Y,,Bluegrass,Senior Engineer,,2009-11-02 00:00:00,,1,,,,,,,Layoff,"101 Kuhlman Blvd.               Versailles, KY 40383",,,,,,,,Kuhlman Elctric Corporation,
,WARN,,334416,,,2009-09-03 00:00:00,Y,,Bluegrass,Senior Engineer,,2010-01-01 00:00:00,,1,,,,,,,Layoff,"101 Kuhlman Blvd.               Versailles, KY 40383",,,,,,,,Kuhlman Elctric Corporation,
,WARN,,334416,,,2009-09-03 00:00:00,Y,,Bluegrass,Senior Administrative Assistant,,2009-11-02 00:00:00,,1,,,,,,,Layoff,"101 Kuhlman Blvd.               Versailles, KY 40383",,,,,,,,Kuhlman Elctric Corporation,
,WARN,,3363,,,2009-08-25 00:00:00,Y,Unknown if WARN was distributed,Northern Kentucky,See W.A.R.N.,,2009-07-31 00:00:00,,,,,,,,,Closure,"5212 US Highway 42, East Carrollton, KY 41008",,,,,,,,ArvinMeritor,
,WARN,,3363,,,2009-08-24 00:00:00,Y,Unknown if WARN was distributed,Northern Kentucky,See W.A.R.N.,,07/31/2009 - 09/04/2009,,72,,,,,,,Closure,"5212 US Highway 42, East Carrollton, KY 41008",,,,,,,,ArvinMeritor,
,WARN,,33261,,,2009-08-07 00:00:00,Y,Initially announced temporary layoff in March 2009 but now anticipates extention beyod six months prompting the WARN,GRADD,Production workers,,2009-10-01 00:00:00,,88,,,,,,,Layoff,"2604 River Road                    Hawesville, KY ",,,,,,,,"Roller Coater, Inc.",
,WARN,,,,,2009-08-06 00:00:00,N,,Cumberlands,Production workers,,2009-08-28 00:00:00,,81,,,,,,,Closure,"223 Progress Drive              Russell Springs, KY 42642",,,,,,,,"Hitachi Cable Indiana, Inc.",
,WARN,,721110,,,2009-08-05 00:00:00,,"dba, Holiday Inn Airport East",Greater Louisville,Hospitality industry workers,,2009-09-30 00:00:00,,60,,,,,,,Closure,"4004 Gardiner Point Drive                                         Louisville, KY 40213",,,,,,,,"Gardiner Point Innkeepers, Inc.",
,WARN,,493111,,,2009-08-03 00:00:00,,,Northern Kentucky,Warehouse workers,,2009-09-30 00:00:00,,54,,,,,,,Closure,"1100 Burlington Pike          Florence, KY 41042",,,,,,,,Exel,
,WARN,,333999,,,2009-07-28 00:00:00,,,Cumberlands,Priduction workers,,08/14/2009 - 10/10/2009,,86,,,,,,,Layoff,"901 New Columbia Road  Campbellsville, KY",,,,,,,,Clarcor Air Filtration Products,
,WARN,,3363,,,2009-07-27 00:00:00,Y,See W.A.R.N.,Northern Kentucky,See W.A.R.N.,,2009-10-02 00:00:00,,83,,,,,,,Closure,"5212 US Highway 42, East Carrollton, KY 41008",,,,,,,,ArvinMeritor,
,WARN,,334416,,,2009-07-24 00:00:00,Y,,Bluegrass,Accounts Receivable Specialist,,2009-09-22 00:00:00,,1,,,,,,,Layoff,"101 Kuhlman Blvd.               Versailles, KY 40383",,,,,,,,Kuhlman Elctric Corporation,
,WARN,,3363,,,2009-07-24 00:00:00,Y,Unknown if WARN was distributed,Northern Kentucky,See W.A.R.N.,,07/31/2009 - 09/04/2009,,83,,,,,,,Closure,"5212 US Highway 42, East Carrollton, KY 41008",,,,,,,,ArvinMeritor,
,WARN,,334416,,,2009-07-20 00:00:00,Y,,Bluegrass,Design Engineer,,2009-09-07 00:00:00,,1,,,,,,,Layoff,"101 Kuhlman Blvd.               Versailles, KY 40383",,,,,,,,Kuhlman Elctric Corporation,
,WARN,,312229,,,2009-07-17 00:00:00,Y,,Greater Louisville,Tobacco workers,,2009-09-17 00:00:00,,75,,,,,,,Partial Closure,"3029 West Muhammad Ali Blvd.                                   P.O. Box 32980                      Louisville, KY 40232-2980",,,,,,,,National Tobacco,
,WARN,,3363,,,2009-07-09 00:00:00,Y,Unknown if WARN was distributed,Northern Kentucky,See W.A.R.N.,,07/31/2009 - 09/04/2009,,88,,,,,,,Closure,"5212 US Highway 42, East Carrollton, KY 41008",,,,,,,,ArvinMeritor,
,WARN,,3363,,,2009-07-08 00:00:00,Y,,Northern Kentucky,See W.A.R.N.,,2009-09-18 00:00:00,,95,,,,,,,Closure,"5212 US Highway 42, East Carrollton, KY 41008",,,,,,,,ArvinMeritor,
,WARN,,3363,,,2009-07-08 00:00:00,Y,,Northern Kentucky,See W.A.R.N.,,2009-09-11 00:00:00,,88,,,,,,,Closure,"5212 US Highway 42, East Carrollton, KY 41008",,,,,,,,ArvinMeritor,
,WARN,,3363,,,2009-07-08 00:00:00,Y,,Northern Kentucky,See W.A.R.N.,,2009-09-11 00:00:00,,88,,,,,,,Closure,"5212 US Highway 42, East Carrollton, KY 41008",,,,,,,,ArvinMeritor,
,WARN,,3363,,,2009-06-23 00:00:00,Y,W.A.R.N. reflects expansion of W.A.R.N. dated 05/15/2009.,Northern Kentucky,See W.A.R.N.,,2009-05-15 00:00:00,,105,,,,,,,Closure,"5212 US Highway 42, East Carrollton, KY 41008",,,,,,,,ArvinMeritor,
,WARN,,3261,,,2009-06-16 00:00:00,Y,,Greater Louisville,Plastics production workers,,2009-08-17 00:00:00,,55 +/-,,,,,,,Layoff,"4014 Bells Lane                     Louisville, KY 40221",,,,,,,,Occidental Chemical Corporation (OxyChem),
,WARN,,3363,,,2009-06-01 00:00:00,,,Northern Kentucky,See W.A.R.N.,,2009-08-07 00:00:00,,1,,,,,,,Closure,"5212 US Highway 42, East Carrollton, KY 41008",,,,,,,,ArvinMeritor,
,WARN,,3363,,,2009-06-01 00:00:00,,,Northern Kentucky,Production supervisor,,2009-08-07 00:00:00,,1,,,,,,,Closure,"5212 US Highway 42, East Carrollton, KY 41008",,,,,,,,ArvinMeritor,
,WARN,,334416,,,2009-05-28 00:00:00,Y,Continuation of previous notices,Bluegrass,Priduction workers,,2009-08-03 00:00:00,,11,,,,,,,Layoff,"101 Kuhlman Blvd.               Versailles, KY 40383",,,,,,,,Kuhlman Elctric Corporation,
,WARN,,336399,,,2009-05-27 00:00:00,Y,,Greater Louisville,See W.A.R.N.,,2009-07-31 00:00:00,,262,,,,,,,Closure,"1000 Old Brunerstown Rd. Shelbyville, KY 40065",,,,,,,,Martinrea International Inc.,
